Código,Tipo,Nombre comercial,Fabricante,F. de registro,Url
F0004501/2030,Enmienda orgánica Compost,ENMIENDA ORGÁNICA COMPOST GUADASSUAR,"RECICLADOS RIBERA DEL XUQUER S,L",25/11/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4501
F0004502/2030,Microorganismos no micorrícicos,FERTTYBYO,"ARVENSIS AGRO, S.A.",17/09/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4502
F0001220/2031,Abono órgano-mineral NPK,BITALKALI,PEDRO MIGUEL DITO CASTILLO,05/02/2010,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4504
F0004507/2030,Abono órgano-mineral NPK con lignito o leonardita,MASSÓ GARDEN ABONO CÉSPED 5 ACCIONES 9-3-6+4Fe+2MgO,"COMERCIAL QUÍMICA MASSÓ, S.A.",15/06/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4507
F0004509/2030,Abono orgánico NK líquido de origen vegetal,VIDORGAN-E,"DEVIDOL 2000, S.L",07/10/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4509
F0004510/2031,Abono órgano-mineral NPK con lignito o leonardita,LABIN 10-10-15,"PRODUCTOS AGRICOLAS MACASA, S.L.",22/02/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4510
F0004514/2030,Abono orgánico NK líquido de origen vegetal,ENRIZHOM,"VERMIORGANIC, S.L",20/10/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4514
F0004516/2030,Abono orgánico nitrogenado de origen animal y vegetal,BS36H,"BIOENERGIA DE ALMENAR, S.L.",01/12/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4516
F0004517/2030,Micorrizas,Resid MG,"SYMBORG BUSINESS DEVELOPMENT, S.L.",25/06/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4517
F0001867/2022,Enmienda orgánica Compost,COMPOST VALLADOLID,"FCC MEDIO AMBIENTE, S.A.U.",13/06/2012,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4519
F0001211/2031,Abono órgano-mineral NK líquido,ECOHUMITONE,"INVESTIGACION EN FERTILIZANTES, S.L.",25/02/2010,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4522
F0004097/2029,Enmienda orgánica Compost,COMPOST BRUMOS,"FCC MEDIO AMBIENTE, S.A.U.",25/07/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4523
F0004525/2030,Microorganismos no micorrícicos,( EFFECTIVE CONTROL ORGANISMS ) - FITOAGROACTIV,"INSTITUTO BIOTECNOLOGICO HEALTHYPLANTS, S.L.",17/09/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4525
F0004526/2030,Microorganismos no micorrícicos,EM-FITOAGROACTIV,"INSTITUTO BIOTECNOLOGICO HEALTHYPLANTS, S.L.",17/09/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4526
F0004527/2030,Abono orgánico NK líquido de origen vegetal,AUREN SOLI,"TRATAMIENTOS BIOECOLOGICOS, S.A.",04/10/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4527
F0004528/2030,Abono orgánico NK líquido de origen vegetal,RAW FULL,"MULHEYCHICO, S.L",17/09/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4528
F0004530/2030,Abono órgano-mineral nitrogenado,NITROHUMATO,"FERTINAGRO ORGANIA, S.L.U.",20/07/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4530
F0004531/2030,Abono órgano-mineral nitrogenado,NITROHUMATO PLUS,"FERTINAGRO ORGANIA, S.L.U.",20/07/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4531
F0004532/2031,Microorganismos no micorrícicos,QUANTUM LIGHT,"SIOREL EXPANSION, S.L",15/06/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4532
F0004533/2030,Abono órgano-mineral NPK,PROTESAN PLUS,APC EUROPE S.L.U.,28/10/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4533
F0001400/2031,Abono orgánico NK líquido de origen vegetal,IDAI FERTIREG,"IDAI NATURE, S.L.",27/04/2010,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4534
F0001433/2030,Abono orgánico NK líquido de origen vegetal,CATOR ECO,"ATLÁNTICA AGRÍCOLA, S.A.",25/06/2010,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4535
F0001432/2030,Abono órgano-mineral NPK líquido,CATOR,"ATLÁNTICA AGRÍCOLA, S.A.",18/06/2010,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4536
F0004537/2030,Enmienda orgánica Vermicompost,HUMUS DE LOMBRIZ VERMIDUERO,"VERMIDUERO, S.C.",01/12/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4537
F0004539/2031,Abono con microorganismos no micorrícicos,TRICOBEST,"QUIMICAS MERISTEM,S.L.",06/02/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4539
F0001434/2030,Abono órgano-mineral Pk líquido,CARBO ORGAN,"CARBOTECNIA, S.L.",25/06/2010,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4540
F0004541/2030,Abono orgánico NK líquido de origen vegetal,ORGALUC,"ABONOS JUAN LUCAS, S.L.",10/11/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4541
F0004542/2030,Abono con microorganismos no micorrícicos,RizoSphere LIFE LET121E,"FERTIBERIA,S.A.",28/10/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4542
F0003577/2028,Abono órgano-mineral NPK,VITALBLUE ZAINO 4-8-12,DELSO FERTILIZANTES BLUE AGRO S.L,18/12/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4543
F0003578/2028,Abono órgano-mineral NPK,VITALBLUE ZAINO 4-12-8,DELSO FERTILIZANTES BLUE AGRO S.L,18/12/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4544
F0003579/2028,Abono órgano-mineral NPK,VITALBLUE ZAINO 12-4-8,DELSO FERTILIZANTES BLUE AGRO S.L,18/12/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4545
F0004546/2031,Abono con microorganismos no micorrícicos,RizoSphere LIFE LET123H,"FERTIBERIA,S.A.",08/03/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4546
F0004547/2031,Abono con microorganismos no micorrícicos,RizoSphere LIFE LET122E,"FERTIBERIA,S.A.",08/03/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4547
F0004549/2031,Abono con microorganismos no micorrícicos,RizoSphere LIFE LET122H,"FERTIBERIA,S.A.",08/03/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4549
F0004550/2031,Enmienda orgánica Compost de estiércol,AGROFEM,GRIÑÓ ECOLOGIC S.A,22/02/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4550
F0001431/2031,Abono órgano-mineral NK líquido,CATOR CALCIO,"ATLÁNTICA AGRÍCOLA, S.A.",01/07/2010,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4555
F0004556/2030,Abono órgano-mineral NPK,HUMICOMPLEX 461,"FERTINAGRO ORGANIA, S.L.U.",20/07/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4556
F0004557/2030,Abono órgano-mineral NPK,HUMICOMPLEX 514,"FERTINAGRO ORGANIA, S.L.U.",20/07/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4557
F0004558/2030,Abono órgano-mineral NPK,HUMICOMPLEX 581,"FERTINAGRO ORGANIA, S.L.U.",20/07/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4558
F0004559/2030,Abono órgano-mineral NPK,HUMICOMPLEX 610,"FERTINAGRO ORGANIA, S.L.U.",20/07/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4559
F0004561/2030,Abono órgano-mineral NPK,HUMICOMPLEX TRIPLE,"FERTINAGRO ORGANIA, S.L.U.",20/07/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4561
F0002897/2027,Abono órgano-mineral NPK,HUMIBIO 677,"FERTINAGRO ORGANIA, S.L.U.",17/01/2017,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4562
F0004565/2030,Abono orgánico NK líquido de origen vegetal,BIOFERTI ORGÁN,ECOFERTI S.L,06/11/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4565
F0004566/2031,Abono órgano-mineral NK líquido,HUMIC 150,"VIAGRO, S.A.",07/06/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4566
F0004567/2030,Abono órgano-mineral nitrogenado,HUMICOMPLEX NITRO,"FERTINAGRO ORGANIA, S.L.U.",20/07/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4567
F0004571/2030,Abono órgano-mineral NPK (con o sin turba) con fosfato roca,HUMICOMPLEX 455 BIO,"FERTINAGRO ORGANIA, S.L.U.",22/07/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4571
F0001416/2031,Abono orgánico NK líquido de origen vegetal,BIOTEC 74 PLUS,TRADE CORPORATION INTERNATIONAL S.A.U.,28/05/2010,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4579
F0001429/2030,Abono orgánico NK líquido de origen vegetal,FULPAC,"ASCENZA PRODUCTOS PARA AGRICULTURA, S.A.U.",24/06/2010,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4580
F0004581/2030,Abono orgánico NK líquido de origen vegetal,BIOTEC BETA,TRADE CORPORATION INTERNATIONAL S.A.U.,24/11/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4581
F0004582/2030,Abono orgánico NK líquido de origen vegetal,VEGECORE BETA,TRADE CORPORATION INTERNATIONAL S.A.U.,24/11/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4582
F0004585/2031,Abono orgánico NPK de origen animal y vegetal,ACTION ORGANIC,"AGUIGAME, S.L.",21/01/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4585
F0004593/2031,Abono órgano-mineral NK,NUTRALENT 10-2-4,"INDUSTRIAL DE FERTILIZANTES INTEGRALES, S.L. (INFERIN, S.L.)",17/02/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4593
F0004594/2031,Abono orgánico NPK de origen animal,NEGROT3,"INDUSTRIAL DE FERTILIZANTES INTEGRALES, S.L. (INFERIN, S.L.)",31/03/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4594
F0004595/2031,Abono órgano-mineral NK,NUTRALENT 7-3-9,"INDUSTRIAL DE FERTILIZANTES INTEGRALES, S.L. (INFERIN, S.L.)",17/02/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4595
F0001483/2030,Abono orgánico NPK de origen animal,TOPMIX,"VAN HET MEER, S.L.",14/09/2010,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4596
F0004597/2030,Microorganismos no micorrícicos,GAMA DE PRODUCTOS ORIOLA,"BIOGROOT, S.A.U.",04/10/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4597
F0004598/2031,Abono orgánico NK líquido de origen vegetal,DADMEL SP,"DADELOS AGROSOLUTIONS, S.L",21/01/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4598
F0004599/2030,Abono orgánico NK líquido de origen vegetal,DADMEL E,"DADELOS AGROSOLUTIONS, S.L",21/12/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4599
F0004207/2029,Abono orgánico NK líquido de origen vegetal,NATURMATT,MAR FERTILIZANTES S.L.U,29/10/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4602
F0004603/2031,Abono orgánico NK líquido de origen vegetal,NATURMATT ECO,MAR FERTILIZANTES S.L.U,31/03/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4603
F0004607/2030,Enmienda orgánica Compost,COMPOST ASPE,"CADAGUA, S.A.",10/11/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4607
F0004609/2030,Compost de alperujo,Ecomol,"RECICLADOS MEDIOAMBIENTALES TARA, S.L.",17/12/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4609
F0004616/2031,Enmienda orgánica húmica,HERGAFLAN,"SIPCAM INAGRA, S.A.",21/01/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4616
F0004617/2031,Abono orgánico NK líquido de origen vegetal,ACM-ORGANIC EXTRA,"AGRO CONSULTING DEL MEDITERRÁNEO, S.L",07/06/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4617
F0001668/2030,Abono órgano-mineral NP líquido,INICIUM,"BIOIBERICA, S.A.",13/06/2011,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4621
F0001403/2031,Abono orgánico NK líquido de origen vegetal,URANO ORGAN,"CONSTANTINO GUTIERREZ, S.A.",19/04/2010,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4622
F0004623/2030,Enmienda orgánica Compost,COMPOST DE CALVIÁ,"TIRME, S.A.",20/10/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4623
F0004624/2030,Abono órgano-mineral NPK con turba,AGRIORGAN 7-15-10,"FERTINAGRO TECNOS MÁXIMA, S.L.U.",01/10/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4624
F0004625/2030,Abono órgano-mineral NPK con turba,AGRIORGAN 8-16-8,"FERTINAGRO TECNOS MÁXIMA, S.L.U.",01/10/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4625
F0004626/2030,Abono con microorganismos no micorrícicos,PVIDA SOIL,"BIOLÓGICA NATURE, S.L.U.",14/10/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4626
F0004627/2031,Abono orgánico NK líquido de origen vegetal,SERORGANIC NK 45,"SERAGRO INTEGRAL, S.L.",11/03/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4627
F0004629/2031,Abono órgano-mineral NPK (con o sin turba) con fosfato roca,FERTILONE 5-7-7,"AGRICOTEC, S.L.",16/03/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4629
F0004630/2031,Microorganismos no micorrícicos,BIOPHOS,"ESTABLECIMIENTOS HEFE, S.L.",21/07/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4630
F0004400/2030,Abono orgánico NK líquido de origen vegetal,LABINOR MATERIA ORGANICA ,"PRODUCTOS AGRICOLAS MACASA, S.L.",01/06/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4642
F0004645/2030,Enmienda orgánica Compost,COMPOST DE CAN CANUT,"TIRME, S.A.",06/11/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4645
F0004652/2030,Abono orgánico NK líquido de origen vegetal,ORGANSER L,"SERVALESA, S.L.U",06/11/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4652
F0003802/2029,Abono órgano mineral PK (con o sin turba) con fosfato roca,BIO RENOVA ECOPHOS,"FERTINAGRO TECNOS MÁXIMA, S.L.U.",07/02/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4655
F0003803/2029,Abono órgano-mineral PK con turba,BIO RENOVA SUSPHOS,"FERTINAGRO TECNOS MÁXIMA, S.L.U.",07/02/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4656
F0004093/2029,Abono órgano-mineral NPK (con o sin turba) con fosfato roca,BIO-RENOVA TOTAL,"FERTINAGRO TECNOS MÁXIMA, S.L.U.",13/09/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4657
F0004658/2030,Abono orgánico NP de origen animal y vegetal,BITALORGAN,"AGRICOTEC, S.L.",10/11/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4658
F0004666/2030,Abono orgánico NK líquido de origen vegetal,SAVIAVITAL K,"BIOERA, S.L..U",25/11/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4666
F0004667/2030,Microorganismos no micorrícicos,MANVERT ACTICROP,"BIOVERT, S.L.",01/12/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4667
F0004668/2031,Abono orgánico NK líquido de origen vegetal,LIGNOVINE BIOLOGICO,"PLYMAG, S.L.",06/02/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4668
F0004671/2031,Enmienda orgánica Compost,COMPOST FERTIPOAL PLUS,"FERTIPOAL, S.L.",21/01/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4671
F0004672/2031,Enmienda orgánica Compost,COMPOST FERTIZUERA,FERTIZUERA,06/02/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4672
F0004675/2030,Abono órgano-mineral NK con lignito o leonardita,LABINOR ORGANIK,"PRODUCTOS AGRICOLAS MACASA, S.L.",17/12/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4675
F0004678/2031,Enmienda orgánica húmica,HUMIKOIA 11,DESARROLLOS MEDIOAMBIENTALES LA COYA S.L.U,04/02/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4678
F0004679/2030,Abono orgánico NK líquido de origen vegetal,COMETA,"ARIS AGRO, SL",17/11/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4679
F0004680/2030,Abono orgánico NK líquido de origen vegetal,ASTRO,"ARIS AGRO, SL",17/11/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4680
F0004682/2031,Enmienda orgánica Compost,AMICOTE ECO,"INTERGAL ESPAÑOLA, S.A.",17/02/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4682
F0004683/2031,Microorganismos no micorrícicos,MEGATHEC,"XEM ABONOS, S.L.",31/03/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4683
F0004505/2030,Microorganismos no micorrícicos,BlueN,"SYMBORG BUSINESS DEVELOPMENT, S.L.",26/06/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4686
F0004687/2031,Enmienda orgánica Compost,AMB ECOCOMPOST,AREA METROPOLITANA DE BARCELONA,17/02/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4687
F0003537/2028,Abono orgánico NK líquido de origen vegetal,GINESER,"MAPRYSER, S.L.",27/04/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4688
F0004689/2030,Enmienda orgánica Compost,GALLORGANIC,"PLANTA COMPOSTATGE FUMANYA,S.L.",01/12/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4689
F0004690/2030,Abono órgano-mineral NPK (con o sin turba) con fosfato roca,BIO-RENOVA ULTRAGREEN,"FERTINAGRO TECNOS MÁXIMA, S.L.U.",17/11/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4690
F0004692/2030,Abono órgano-mineral NPK,ORGAFERT 4-5-10 PELET,"SERVIMED ALMAZAN, S.L.",15/12/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4692
F0004694/2031,Abono orgánico NK líquido de origen vegetal,NATUR-GREEN,BIOGREEN ROAD SL,13/04/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4694
F0004695/2031,Abono orgánico NK líquido de origen vegetal,AMINO-GREEN,BIOGREEN ROAD SL,24/03/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4695
F0004697/2030,Abono órgano-mineral NPK,ORGAFERT 4-8-12 PELET,"SERVIMED ALMAZAN, S.L.",15/12/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4697
F0004698/2030,Abono órgano-mineral NPK,ORGAFERT 6-10-10 PELET,"SERVIMED ALMAZAN, S.L.",15/12/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4698
F0004699/2030,Abono órgano-mineral NPK,ORGAFERT 6-12-6 PELET,"SERVIMED ALMAZAN, S.L.",15/12/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4699
F0004700/2030,Abono órgano-mineral NPK,ORGAFERT 12-6-6 PELET,"SERVIMED ALMAZAN, S.L.",15/12/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4700
F0004701/2030,Abono órgano-mineral NPK,HUMIFERTAK 26,"FERTINAGRO ORGANIA, S.L.U.",17/11/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4701
F0004703/2030,Abono órgano-mineral NPK (con o sin turba) con fosfato roca,ORGANIA BIOFUERZA 121 K Pellet,"FERTINAGRO ORGANIA, S.L.U.",25/11/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4703
F0004704/2030,Abono órgano-mineral NPK (con o sin turba) con fosfato roca,ORGANIA BIOFUERZA 121 K Polvo,"FERTINAGRO ORGANIA, S.L.U.",25/11/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4704
F0004705/2030,Abono órgano-mineral NPK (con o sin turba) con fosfato roca,ORGANIA BIOFUERZA 441 K Pellet,"FERTINAGRO ORGANIA, S.L.U.",17/11/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4705
F0004706/2030,Abono órgano-mineral NPK (con o sin turba) con fosfato roca,ORGANIA BIOFUERZA 441 K Polvo,"FERTINAGRO ORGANIA, S.L.U.",25/11/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4706
F0004707/2030,Abono órgano-mineral NPK (con o sin turba) con fosfato roca,HUMIBIO 455 K,"FERTINAGRO ORGANIA, S.L.U.",17/11/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4707
F0004709/2030,Abono órgano-mineral NPK (con o sin turba) con fosfato roca,HUMIBIO 567 K,"FERTINAGRO ORGANIA, S.L.U.",17/11/2020,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4709
F0004710/2031,Abono órgano-mineral NPK,HUMIBIO 677 K,"FERTINAGRO ORGANIA, S.L.U.",06/02/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4710
F0004719/2031,Abono órgano-mineral NPK,HUMICOMPLEX UNICA 155,"FERTINAGRO ORGANIA, S.L.U.",13/01/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4719
F0004720/2031,Abono órgano-mineral NPK,HUMIFERTAK 599,"FERTINAGRO ORGANIA, S.L.U.",13/01/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4720
F0004721/2031,Abono órgano-mineral NPK,HUMICOMPLEX 599,"FERTINAGRO ORGANIA, S.L.U.",13/01/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4721
F0004722/2031,Enmienda orgánica Compost,COMPOST MONTAGUT,"ABONOS ORGANICOS MONTAGUT, S.L.",21/01/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4722
F0004725/2031,Abono órgano-mineral Pk líquido,GELYFLOW-CaP,"ARVENSIS AGRO, S.A.",26/07/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4725
F0004726/2031,Enmienda orgánica húmica,CULTIVIT ECOLÓGICO,"AGRIBECO, S.L.",04/05/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4726
F0004727/2031,Enmienda orgánica húmica,CULTIVIT ,"AGRIBECO, S.L.",24/03/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4727
F0004728/2031,Enmienda orgánica húmica,CULTIVIT MO ACTIV ,"AGRIBECO, S.L.",10/09/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4728
F0004729/2031,Enmienda orgánica húmica,CULTIVIT ACTIV ECOLÓGICO,"AGRIBECO, S.L.",10/09/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4729
F0004730/2031,Enmienda orgánica húmica,HORTIDUNG ACTIV ,"AGRIBECO, S.L.",07/06/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4730
F0004731/2031,Enmienda orgánica húmica,HORTIDUNG ,"AGRIBECO, S.L.",24/03/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4731
F0004733/2031,Abono orgánico NK líquido de origen vegetal,FULIK,"EJIBERJ, S.L.",24/02/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4733
F0001493/2031,Abono orgánico NPK de origen animal y vegetal,FRUTTORTO,"AGROTECNOLOGÍAS NATURALES, S.L.U. (ATENS, S.L.)",17/09/2010,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4735
F0004736/2031,Abono orgánico NPK de origen animal y vegetal,ECONATURAL,ALVATRANS LA MANCHA S.L.U  ,24/02/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4736
F0004738/2031,Abono orgánico NK líquido de origen vegetal,DOPSTER,"ADIEGO HERMANOS, S.A.",24/02/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4738
F0004739/2031,Abono órgano-mineral NPK,FERTIBON CEREAL 8-18-8 + M.O,"DE LA FUENTE, S.A.",21/07/2021,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=4739
